Order_ID,Order_Create_Date,Order_Pickup_Date,Order_Pickup_Store,Pickup_Store_Name,Pickup_Store_Address,Pickup_Store_Phone,Pickup_Store_City,Pickup_Store_State_Name,Order_Return_Date,Order_Return_Store,Return_Store_Name,Return_Store_Address,Return_Store_Phone,Return_Store_City,Return_Store_State,Customer_ID,Customer_Name,Customer_Phone,Customer_Address,Customer_Birthday,Customer_Occupation,Customer_Gender,Car_ID,Car_MakeName,Car_Model,Car_Series,Car_SeriesYear,Car_PriceNew,Car_EngineSize,Car_FuelSystem,Car_TankCapacity,Car_Power,Car_SeatingCapacity,Car_StandardTransmission,Car_BodyType,Car_Drive,Car_Wheelbase,Customer_Password
115,23-10-05,23-10-05,35,Melbourne_store,5167 Condor Place,543-535-0136,Melbourne                     ,Victoria,28-10-05,35,Melbourne_store,5167 Condor Place,543-535-0136,Melbourne                     ,Victoria,11115,Alvin C,543-535-019,759 Azalea Avenue,22-02-66,Labour,M  ,14915,VOLKSWAGEN,GOLF,GL,1995,30490,2.0L,MULTI POINT F/INJ,55L,85Kw,5,5M,5D HATCHBACK,FWD,2475mm,
116,24-10-05,25-10-05,10,Newcastle_store,3839 Northgate Road,543-535-0110,Newcastle                     ,New South Wales,08-11-05,25,Hervey Bay_store,8734 Oxford Place,746-535-0186,Hervey Bay                    ,Queensland,11111,Meredith G,543-535-017,610 Northridge Ct.,23-02-66,Labour,M  ,14906,VOLKSWAGEN,JETTA,1KM 2.0 TURBO FSI,2006,39990,2.0L,TURBO MPFI,55L,147Kw,5,6ADSG,4D SEDAN,FWD,2578mm,
117,25-10-05,26-10-05,14,Rhodes_store,7902 Hudson Ave.,817-535-0185,Rhodes                        ,New South Wales,26-10-05,15,Silverwater_store,9011 Tank Drive,431-535-0156,Silverwater                   ,New South Wales,11114,Leslie M,543-535-011,941 Cristobal,07-05-66,Labour,M  ,14903,VOLKSWAGEN,JETTA,1KM 2.0 TDI,2006,35490,2.0L,DIESEL TURBO F/INJ,55L,103Kw,5,6M,4D SEDAN,FWD,2578mm,
118,26-10-05,26-10-05,15,Silverwater_store,9011 Tank Drive,431-535-0156,Silverwater                   ,New South Wales,28-10-05,16,Springwood_store,244 Willow Pass Road,208-535-0142,Springwood                    ,New South Wales,11112,Crystal W,543-535-013,773 Kirkwood Dr,19-09-66,Labour,F  ,14903,VOLKSWAGEN,JETTA,1KM 2.0 TDI,2006,35490,2.0L,DIESEL TURBO F/INJ,55L,103Kw,5,6M,4D SEDAN,FWD,2578mm,
119,27-10-05,28-10-05,16,Springwood_store,244 Willow Pass Road,208-535-0142,Springwood                    ,New South Wales,15-11-05,39,Sunbury_store,8357 Sandy Cove Lane,543-535-0114,Sunbury                       ,Victoria,11114,Leslie M,543-535-011,941 Cristobal,07-05-66,Labour,M  ,14903,VOLKSWAGEN,JETTA,1KM 2.0 TDI,2006,35490,2.0L,DIESEL TURBO F/INJ,55L,103Kw,5,6M,4D SEDAN,FWD,2578mm,
120,28-10-05,28-10-05,12,North Sydney_store,1224 Shoenic,543-535-0117,North Sydney                  ,New South Wales,10-11-05,13,Port Macquarie_store,4785 Scott Street,717-535-0164,Port Macquarie                ,New South Wales,11117,April D,543-535-018,85 Ash Lane,21-02-65,Labour,F  ,14920,VOLKSWAGEN,JETTA,1KM 2.0 TDI,2007,37990,2.0L,DIESEL TURBO F/INJ,55L,103Kw,5,6ADSG,4D SEDAN,FWD,2578mm,
121,29-10-05,29-10-05,18,Sydney_store,7330 Saddlehill Lane,543-535-0195,Sydney                        ,New South Wales,17-11-05,1,Alexandria_stroe,3761 N. 14th St,543-535-0162,Alexandria                    ,New South Wales,11114,Leslie M,543-535-011,941 Cristobal,07-05-66,Labour,M  ,14921,VOLKSWAGEN,GOLF,1K 2.0 FSI COMFORTLINE,2005,32290,2.0L,ELECTRONIC F/INJ,55L,110Kw,5,6ATip,5D HATCHBACK,FWD,2578mm,
122,30-10-05,30-10-05,2,Coffs Harbour_store,2243 W St.,543-535-0110,Coffs Harbour                 ,New South Wales,18-11-05,2,Coffs Harbour_store,2243 W St.,543-535-0110,Coffs Harbour                 ,New South Wales,11158,Jason W,694-535-017,771 Bundros Court,18-10-79,Labour,F  ,14922,VOLKSWAGEN,GOLF,1K 2.0 TDI COMFORTLINE,2007,32490,2.0L,DIESEL TURBO F/INJ,55L,103Kw,5,6M,5D HATCHBACK,FWD,2578mm,
123,31-10-05,31-10-05,3,Darlinghurst_store,5844 Linden Land,543-535-0184,Darlinghurst                  ,New South Wales,12-11-05,9,Milsons Point_store,624 Peabody Road,543-535-0164,Milsons Point                 ,New South Wales,11116,Clinton C,543-535-018,943 Cunha Ct.,17-10-66,Labour,M  ,14923,VOLKSWAGEN,PASSAT,3B 1.8T,2002,49800,1.8L,TURBO MPFI,62L,110Kw,5,5ATip,4D WAGON,FWD,2703mm,
124,01-11-05,01-11-05,15,Silverwater_store,9011 Tank Drive,431-535-0156,Silverwater                   ,New South Wales,12-11-05,10,Newcastle_store,3839 Northgate Road,543-535-0110,Newcastle                     ,New South Wales,11111,Meredith G,543-535-017,610 Northridge Ct.,23-02-66,Labour,M  ,14924,VOLKSWAGEN,GOLF,1K 2.0 FSI SPORTLINE,2006,32990,2.0L,ELECTRONIC F/INJ,55L,110Kw,5,6M,5D HATCHBACK,FWD,2578mm,
125,02-11-05,02-11-05,5,Lane Cove_store,7553 Harness Circle,543-535-0131,Lane Cove                     ,New South Wales,11-11-05,5,Lane Cove_store,7553 Harness Circle,543-535-0131,Lane Cove                     ,New South Wales,11116,Clinton C,543-535-018,943 Cunha Ct.,17-10-66,Labour,M  ,14925,VOLKSWAGEN,GOLF,GLE,1999,34990,2.0L,MULTI POINT F/INJ,55L,85Kw,5,5M,5D HATCHBACK,FWD,2511mm,
126,03-11-05,04-11-05,20,Brisbane_store,7832 Landing Dr,262-535-0112,Brisbane                      ,Queensland,24-11-05,20,Brisbane_store,7832 Landing Dr,262-535-0112,Brisbane                      ,Queensland,11112,Crystal W,543-535-013,773 Kirkwood Dr,19-09-66,Labour,F  ,14926,VOLKSWAGEN,GOLF,GL,1998,31980,1.6L,MULTI POINT F/INJ,55L,74Kw,5,4A,5D HATCHBACK,FWD,2511mm,
127,04-11-05,04-11-05,7,Malabar_store,2612 Berry Dr,543-535-0184,Malabar                       ,New South Wales,28-11-05,24,Hawthorne_store,4499 Valley Crest,452-535-0188,Hawthorne                     ,Queensland,11115,Alvin C,543-535-019,759 Azalea Avenue,22-02-66,Labour,M  ,14927,VOLKSWAGEN,MULTIVAN,T5 COMFORTLINE 4MOTION,2006,60990,2.5L,DIESEL TURBO F/INJ,80L,128Kw,7,6M,4D VAN,4WD,3000mm,
128,05-11-05,06-11-05,8,Matraville_store,942 Brook Street,543-535-0126,Matraville                    ,New South Wales,13-11-05,8,Matraville_store,942 Brook Street,543-535-0126,Matraville                    ,New South Wales,11158,Jason W,694-535-017,771 Bundros Court,18-10-79,Labour,F  ,14928,VOLKSWAGEN,POLO,9N S,2002,21800,1.4L,MULTI POINT F/INJ,45L,55Kw,5,5M,5D HATCHBACK,FWD,2460mm,
129,06-11-05,07-11-05,20,Brisbane_store,7832 Landing Dr,262-535-0112,Brisbane                      ,Queensland,01-12-05,25,Hervey Bay_store,8734 Oxford Place,746-535-0186,Hervey Bay                    ,Queensland,11159,Brianna H,319-535-018,793 Bonifacio St.,27-09-79,Labour,F  ,14929,VOLKSWAGEN,TOUAREG,7L R5 TDi LUXURY,2006,78600,2.5L,DIESEL TURBO F/INJ,100L,128Kw,5,6ATip,4D WAGON,4WD,2855mm,
130,07-11-05,07-11-05,24,Hawthorne_store,4499 Valley Crest,452-535-0188,Hawthorne                     ,Queensland,15-11-05,10,Newcastle_store,3839 Northgate Road,543-535-0110,Newcastle                     ,New South Wales,11114,Leslie M,543-535-011,941 Cristobal,07-05-66,Labour,M  ,14930,VOLKSWAGEN,CADDY,2K LIFE,2006,34990,1.9L,DIESEL TURBO F/INJ,60L,77Kw,5,6ADSG,4D WAGON,FWD,2682mm,
131,08-11-05,08-11-05,25,Hervey Bay_store,8734 Oxford Place,746-535-0186,Hervey Bay                    ,Queensland,14-11-05,31,Hobart_store,636 Vine Hill Way,543-535-0182,Hobart                        ,Tasmania,11157,Hannah L,974-535-017,832 Preston Ct.,21-06-79,Labour,M  ,14906,VOLKSWAGEN,JETTA,1KM 2.0 TURBO FSI,2006,39990,2.0L,TURBO MPFI,55L,147Kw,5,6ADSG,4D SEDAN,FWD,2578mm,
132,09-11-05,12-11-05,9,Milsons Point_store,624 Peabody Road,543-535-0164,Milsons Point                 ,New South Wales,15-11-05,15,Silverwater_store,9011 Tank Drive,431-535-0156,Silverwater                   ,New South Wales,11156,Maria R,158-535-019,452 Mariposa Ct.,17-02-80,Labour,M  ,14923,VOLKSWAGEN,PASSAT,3B 1.8T,2002,49800,1.8L,TURBO MPFI,62L,110Kw,5,5ATip,4D WAGON,FWD,2703mm,
133,10-11-05,10-11-05,13,Port Macquarie_store,4785 Scott Street,717-535-0164,Port Macquarie                ,New South Wales,14-11-05,16,Springwood_store,244 Willow Pass Road,208-535-0142,Springwood                    ,New South Wales,11158,Jason W,694-535-017,771 Bundros Court,18-10-79,Labour,F  ,14920,VOLKSWAGEN,JETTA,1KM 2.0 TDI,2007,37990,2.0L,DIESEL TURBO F/INJ,55L,103Kw,5,6ADSG,4D SEDAN,FWD,2578mm,
134,11-11-05,12-11-05,10,Newcastle_store,3839 Northgate Road,543-535-0110,Newcastle                     ,New South Wales,12-11-05,11,North Ryde_store,7800 Corrinne Court,543-535-0169,North Ryde                    ,New South Wales,11114,Leslie M,543-535-011,941 Cristobal,07-05-66,Labour,M  ,14924,VOLKSWAGEN,GOLF,1K 2.0 FSI SPORTLINE,2006,32990,2.0L,ELECTRONIC F/INJ,55L,110Kw,5,6M,5D HATCHBACK,FWD,2578mm,
135,12-11-05,12-11-05,11,North Ryde_store,7800 Corrinne Court,543-535-0169,North Ryde                    ,New South Wales,10-12-05,28,Cloverdale_store,213 Valencia Place,543-535-0184,Cloverdale                    ,South Australia,11150,Russell S,543-535-019,755 Easley Drive,25-03-45,Retiree,F  ,14924,VOLKSWAGEN,GOLF,1K 2.0 FSI SPORTLINE,2006,32990,2.0L,ELECTRONIC F/INJ,55L,110Kw,5,6M,5D HATCHBACK,FWD,2578mm,
136,13-11-05,14-11-05,16,Springwood_store,244 Willow Pass Road,208-535-0142,Springwood                    ,New South Wales,16-11-05,19,Wollongong_store,244 Rivewview,543-535-0137,Wollongong                    ,New South Wales,11119,Evan J,543-535-018,157 Sierra Ridge,20-04-39,Retiree,F  ,14920,VOLKSWAGEN,JETTA,1KM 2.0 TDI,2007,37990,2.0L,DIESEL TURBO F/INJ,55L,103Kw,5,6ADSG,4D SEDAN,FWD,2578mm,
137,14-11-05,14-11-05,31,Hobart_store,636 Vine Hill Way,543-535-0182,Hobart                        ,Tasmania,15-12-05,31,Hobart_store,636 Vine Hill Way,543-535-0182,Hobart                        ,Tasmania,11157,Hannah L,974-535-017,832 Preston Ct.,21-06-79,Labour,M  ,14906,VOLKSWAGEN,JETTA,1KM 2.0 TURBO FSI,2006,39990,2.0L,TURBO MPFI,55L,147Kw,5,6ADSG,4D SEDAN,FWD,2578mm,
138,15-11-05,15-11-05,15,Silverwater_store,9011 Tank Drive,431-535-0156,Silverwater                   ,New South Wales,24-11-05,15,Silverwater_store,9011 Tank Drive,431-535-0156,Silverwater                   ,New South Wales,11156,Maria R,158-535-019,452 Mariposa Ct.,17-02-80,Labour,M  ,14923,VOLKSWAGEN,PASSAT,3B 1.8T,2002,49800,1.8L,TURBO MPFI,62L,110Kw,5,5ATip,4D WAGON,FWD,2703mm,
139,16-11-05,16-11-05,19,Wollongong_store,244 Rivewview,543-535-0137,Wollongong                    ,New South Wales,06-12-05,36,Melton_store,1873 Mt. Whitney Dr,543-535-0177,Melton                        ,Victoria,11151,Melinda G,543-535-011,05 Rainier Dr.,25-02-46,Labour,F  ,14920,VOLKSWAGEN,JETTA,1KM 2.0 TDI,2007,37990,2.0L,DIESEL TURBO F/INJ,55L,103Kw,5,6ADSG,4D SEDAN,FWD,2578mm,
140,17-11-05,18-11-05,20,Brisbane_store,7832 Landing Dr,262-535-0112,Brisbane                      ,Queensland,22-11-05,20,Brisbane_store,7832 Landing Dr,262-535-0112,Brisbane                      ,Queensland,11155,Hunter R,891-535-012,356 Mori Court,26-01-80,Labour,F  ,14940,VOLKSWAGEN,GOLF,1K 2.0 TDI COMFORTLINE,2004,32490,2.0L,DIESEL TURBO F/INJ,55L,103Kw,5,6M,5D HATCHBACK,FWD,2578mm,
141,18-11-05,18-11-05,21,Caloundra_store,7156 Rose Dr.,550-535-0163,Caloundra                     ,Queensland,10-12-05,12,North Sydney_store,1224 Shoenic,543-535-0117,North Sydney                  ,New South Wales,11154,Megan W,918-535-018,898 Holiday Hills,21-08-80,Labour,F  ,14941,VOLKSWAGEN,BORA,1J 2.0,2001,36350,2.0L,MULTI POINT F/INJ,55L,85Kw,5,5M,4D SEDAN,FWD,2500mm,
142,19-11-05,19-11-05,18,Sydney_store,7330 Saddlehill Lane,543-535-0195,Sydney                        ,New South Wales,10-12-05,18,Sydney_store,7330 Saddlehill Lane,543-535-0195,Sydney                        ,New South Wales,11152,James W,355-535-015,827 Seagull Court,20-01-80,Labour,F  ,14942,VOLKSWAGEN,POLO,9N MY06 UPGRADE CLUB,2006,16990,1.4L,MULTI POINT F/INJ,45L,55Kw,5,5M,3D HATCHBACK,FWD,2465mm,
143,20-11-05,20-11-05,23,Gold Coast_store,1769 Nicholas Drive,589-535-0185,Gold Coast                    ,Queensland,02-12-05,12,North Sydney_store,1224 Shoenic,543-535-0117,North Sydney                  ,New South Wales,11154,Megan W,918-535-018,898 Holiday Hills,21-08-80,Labour,F  ,14943,VOLKSWAGEN,CADDY,2K 1.9 TDi,2006,24990,1.9L,DIESEL TURBO F/INJ,60L,77Kw,2,5M,VAN,FWD,2682mm,
144,21-11-05,24-11-05,21,Caloundra_store,7156 Rose Dr.,550-535-0163,Caloundra                     ,Queensland,06-12-05,14,Rhodes_store,7902 Hudson Ave.,817-535-0185,Rhodes                        ,New South Wales,11153,Angela J,847-535-011,877 Weatherly Drive,23-06-80,Labour,F  ,14944,VOLKSWAGEN,POLO,9N,2003,19800,1.4L,MULTI POINT F/INJ,45L,55Kw,5,5M,3D HATCHBACK,FWD,2460mm,
145,22-11-05,22-11-05,25,Hervey Bay_store,8734 Oxford Place,746-535-0186,Hervey Bay                    ,Queensland,11-12-05,25,Hervey Bay_store,8734 Oxford Place,746-535-0186,Hervey Bay                    ,Queensland,11116,Clinton C,543-535-018,943 Cunha Ct.,17-10-66,Labour,M  ,14945,VOLKSWAGEN,GOLF,1.6 GENERATION,2004,25990,1.6L,MULTI POINT F/INJ,55L,75Kw,5,5M,5D HATCHBACK,FWD,2511mm,
146,23-11-05,24-11-05,26,Rockhampton_store,2596 Franklin Canyon Road,543-535-0178,Rockhampton                   ,Queensland,28-11-05,26,Rockhampton_store,2596 Franklin Canyon Road,543-535-0178,Rockhampton                   ,Queensland,11155,Hunter R,891-535-012,356 Mori Court,26-01-80,Labour,F  ,14946,VOLKSWAGEN,POLO,9N MY07 UPGRADE GTi,2007,26990,1.8L,TURBO MPFI,45L,110Kw,5,5M,3D HATCHBACK,FWD,2466mm,
147,24-11-05,24-11-05,18,Sydney_store,7330 Saddlehill Lane,543-535-0195,Sydney                        ,New South Wales,05-12-05,10,Newcastle_store,3839 Northgate Road,543-535-0110,Newcastle                     ,New South Wales,11117,April D,543-535-018,85 Ash Lane,21-02-65,Labour,F  ,14947,VOLKSWAGEN,GOLF,GL,1999,31190,1.6L,MULTI POINT F/INJ,55L,74Kw,5,4A,5D HATCHBACK,FWD,2511mm,
148,25-11-05,26-11-05,28,Cloverdale_store,213 Valencia Place,543-535-0184,Cloverdale                    ,South Australia,10-12-05,11,North Ryde_store,7800 Corrinne Court,543-535-0169,North Ryde                    ,New South Wales,11119,Evan J,543-535-018,157 Sierra Ridge,20-04-39,Retiree,F  ,14948,VOLKSWAGEN,GOLF,1K 2.0 TDI COMFORTLINE,2006,34790,2.0L,DIESEL TURBO F/INJ,55L,103Kw,5,6ADSG,5D HATCHBACK,FWD,2578mm,
149,26-11-05,27-11-05,26,Rockhampton_store,2596 Franklin Canyon Road,543-535-0178,Rockhampton                   ,Queensland,15-12-05,26,Rockhampton_store,2596 Franklin Canyon Road,543-535-0178,Rockhampton                   ,Queensland,11153,Angela J,847-535-011,877 Weatherly Drive,23-06-80,Labour,F  ,14949,VOLKSWAGEN,GOLF,GL,2000,25990,1.6L,MULTI POINT F/INJ,55L,74Kw,5,5M,5D HATCHBACK,FWD,2511mm,
150,27-11-05,27-11-05,30,Perth_store,6385 Mark Twain,543-535-0146,Perth                         ,South Australia,15-12-05,30,Perth_store,6385 Mark Twain,543-535-0146,Perth                         ,South Australia,11154,Megan W,918-535-018,898 Holiday Hills,21-08-80,Labour,F  ,14950,VOLKSWAGEN,GOLF,1K 1.6 TRENDLINE,2005,25490,1.6L,MULTI POINT F/INJ,55L,75Kw,5,5M,5D HATCHBACK,FWD,2578mm,
151,28-11-05,28-11-05,24,Hawthorne_store,4499 Valley Crest,452-535-0188,Hawthorne                     ,Queensland,13-12-05,24,Hawthorne_store,4499 Valley Crest,452-535-0188,Hawthorne                     ,Queensland,11111,Meredith G,543-535-017,610 Northridge Ct.,23-02-66,Labour,M  ,14927,VOLKSWAGEN,MULTIVAN,T5 COMFORTLINE 4MOTION,2006,60990,2.5L,DIESEL TURBO F/INJ,80L,128Kw,7,6M,4D VAN,4WD,3000mm,
152,29-11-05,29-11-05,28,Cloverdale_store,213 Valencia Place,543-535-0184,Cloverdale                    ,South Australia,10-12-05,28,Cloverdale_store,213 Valencia Place,543-535-0184,Cloverdale                    ,South Australia,11157,Hannah L,974-535-017,832 Preston Ct.,21-06-79,Labour,M  ,14924,VOLKSWAGEN,GOLF,1K 2.0 FSI SPORTLINE,2006,32990,2.0L,ELECTRONIC F/INJ,55L,110Kw,5,6M,5D HATCHBACK,FWD,2578mm,
153,30-11-05,30-11-05,12,North Sydney_store,1224 Shoenic,543-535-0117,North Sydney                  ,New South Wales,19-12-05,12,North Sydney_store,1224 Shoenic,543-535-0117,North Sydney                  ,New South Wales,11153,Angela J,847-535-011,877 Weatherly Drive,23-06-80,Labour,F  ,14941,VOLKSWAGEN,BORA,1J 2.0,2001,36350,2.0L,MULTI POINT F/INJ,55L,85Kw,5,5M,4D SEDAN,FWD,2500mm,
154,01-12-05,01-12-05,25,Hervey Bay_store,8734 Oxford Place,746-535-0186,Hervey Bay                    ,Queensland,06-12-05,25,Hervey Bay_store,8734 Oxford Place,746-535-0186,Hervey Bay                    ,Queensland,11111,Meredith G,543-535-017,610 Northridge Ct.,23-02-66,Labour,M  ,14929,VOLKSWAGEN,TOUAREG,7L R5 TDi LUXURY,2006,78600,2.5L,DIESEL TURBO F/INJ,100L,128Kw,5,6ATip,4D WAGON,4WD,2855mm,
155,02-12-05,02-12-05,12,North Sydney_store,1224 Shoenic,543-535-0117,North Sydney                  ,New South Wales,07-12-05,16,Springwood_store,244 Willow Pass Road,208-535-0142,Springwood                    ,New South Wales,11156,Maria R,158-535-019,452 Mariposa Ct.,17-02-80,Labour,M  ,14943,VOLKSWAGEN,CADDY,2K 1.9 TDi,2006,24990,1.9L,DIESEL TURBO F/INJ,60L,77Kw,2,5M,VAN,FWD,2682mm,
156,03-12-05,06-12-05,36,Melton_store,1873 Mt. Whitney Dr,543-535-0177,Melton                        ,Victoria,08-12-05,36,Melton_store,1873 Mt. Whitney Dr,543-535-0177,Melton                        ,Victoria,11155,Hunter R,891-535-012,356 Mori Court,26-01-80,Labour,F  ,14920,VOLKSWAGEN,JETTA,1KM 2.0 TDI,2007,37990,2.0L,DIESEL TURBO F/INJ,55L,103Kw,5,6ADSG,4D SEDAN,FWD,2578mm,
157,04-12-05,05-12-05,10,Newcastle_store,3839 Northgate Road,543-535-0110,Newcastle                     ,New South Wales,09-12-05,12,North Sydney_store,1224 Shoenic,543-535-0117,North Sydney                  ,New South Wales,11159,Brianna H,319-535-018,793 Bonifacio St.,27-09-79,Labour,F  ,14947,VOLKSWAGEN,GOLF,GL,1999,31190,1.6L,MULTI POINT F/INJ,55L,74Kw,5,4A,5D HATCHBACK,FWD,2511mm,
158,05-12-05,06-12-05,14,Rhodes_store,7902 Hudson Ave.,817-535-0185,Rhodes                        ,New South Wales,08-12-05,17,St. Leonards_store,9666 Northridge Ct.,135-535-0171,St. Leonards                  ,New South Wales,11157,Hannah L,974-535-017,832 Preston Ct.,21-06-79,Labour,M  ,14944,VOLKSWAGEN,POLO,9N,2003,19800,1.4L,MULTI POINT F/INJ,45L,55Kw,5,5M,3D HATCHBACK,FWD,2460mm,
159,06-12-05,07-12-05,16,Springwood_store,244 Willow Pass Road,208-535-0142,Springwood                    ,New South Wales,07-12-05,17,St. Leonards_store,9666 Northridge Ct.,135-535-0171,St. Leonards                  ,New South Wales,11156,Maria R,158-535-019,452 Mariposa Ct.,17-02-80,Labour,M  ,14943,VOLKSWAGEN,CADDY,2K 1.9 TDi,2006,24990,1.9L,DIESEL TURBO F/INJ,60L,77Kw,2,5M,VAN,FWD,2682mm,
160,07-12-05,07-12-05,17,St. Leonards_store,9666 Northridge Ct.,135-535-0171,St. Leonards                  ,New South Wales,11-12-05,20,Brisbane_store,7832 Landing Dr,262-535-0112,Brisbane                      ,Queensland,11153,Angela J,847-535-011,877 Weatherly Drive,23-06-80,Labour,F  ,14943,VOLKSWAGEN,CADDY,2K 1.9 TDi,2006,24990,1.9L,DIESEL TURBO F/INJ,60L,77Kw,2,5M,VAN,FWD,2682mm,
161,08-12-05,08-12-05,17,St. Leonards_store,9666 Northridge Ct.,135-535-0171,St. Leonards                  ,New South Wales,12-12-05,20,Brisbane_store,7832 Landing Dr,262-535-0112,Brisbane                      ,Queensland,11152,James W,355-535-015,827 Seagull Court,20-01-80,Labour,F  ,14944,VOLKSWAGEN,POLO,9N,2003,19800,1.4L,MULTI POINT F/INJ,45L,55Kw,5,5M,3D HATCHBACK,FWD,2460mm,
162,09-12-05,10-12-05,2,Coffs Harbour_store,2243 W St.,543-535-0110,Coffs Harbour                 ,New South Wales,03-01-06,26,Rockhampton_store,2596 Franklin Canyon Road,543-535-0178,Rockhampton                   ,Queensland,11154,Megan W,918-535-018,898 Holiday Hills,21-08-80,Labour,F  ,14967,VOLKSWAGEN,POLO,OPEN AIR,1999,21490,1.6L,MULTI POINT F/INJ,45L,55Kw,5,5M,5D HATCHBACK,FWD,2400mm,
163,10-12-05,11-12-05,20,Brisbane_store,7832 Landing Dr,262-535-0112,Brisbane                      ,Queensland,15-12-05,25,Hervey Bay_store,8734 Oxford Place,746-535-0186,Hervey Bay                    ,Queensland,11156,Maria R,158-535-019,452 Mariposa Ct.,17-02-80,Labour,M  ,14943,VOLKSWAGEN,CADDY,2K 1.9 TDi,2006,24990,1.9L,DIESEL TURBO F/INJ,60L,77Kw,2,5M,VAN,FWD,2682mm,
164,11-12-05,12-12-05,20,Brisbane_store,7832 Landing Dr,262-535-0112,Brisbane                      ,Queensland,18-12-05,27,Townsville_store,8211 Leeds Ct.,543-535-0131,Townsville                    ,Queensland,11150,Russell S,543-535-019,755 Easley Drive,25-03-45,Retiree,F  ,14944,VOLKSWAGEN,POLO,9N,2003,19800,1.4L,MULTI POINT F/INJ,45L,55Kw,5,5M,3D HATCHBACK,FWD,2460mm,
165,12-12-05,12-12-05,5,Lane Cove_store,7553 Harness Circle,543-535-0131,Lane Cove                     ,New South Wales,22-12-05,15,Silverwater_store,9011 Tank Drive,431-535-0156,Silverwater                   ,New South Wales,11158,Jason W,694-535-017,771 Bundros Court,18-10-79,Labour,F  ,14960,VOLKSWAGEN,PASSAT,3C 2.0T FSI,2006,44990,2.0L,TURBO MPFI,70L,147Kw,5,6ATip,4D SEDAN,FWD,2709mm,
166,13-12-05,13-12-05,6,Lavender Bay_store,7305 Humphrey Drive,543-535-0151,Lavender Bay                  ,New South Wales,19-12-05,9,Milsons Point_store,624 Peabody Road,543-535-0164,Milsons Point                 ,New South Wales,11154,Megan W,918-535-018,898 Holiday Hills,21-08-80,Labour,F  ,14961,VOLKSWAGEN,TOUAREG,7L R5 TDi LUXURY,2005,78600,2.5L,DIESEL TURBO F/INJ,100L,128Kw,5,6ATip,4D WAGON,4WD,2855mm,
167,14-12-05,14-12-05,7,Malabar_store,2612 Berry Dr,543-535-0184,Malabar                       ,New South Wales,24-12-05,14,Rhodes_store,7902 Hudson Ave.,817-535-0185,Rhodes                        ,New South Wales,11154,Megan W,918-535-018,898 Holiday Hills,21-08-80,Labour,F  ,14962,VOLKSWAGEN,PASSAT,3C 3.2 V6 FSI,2006,54990,3.2L,MULTI POINT F/INJ,70L,184Kw,5,6ADSG,4D SEDAN,AWD,2709mm,
168,15-12-05,15-12-05,25,Hervey Bay_store,8734 Oxford Place,746-535-0186,Hervey Bay                    ,Queensland,24-12-05,25,Hervey Bay_store,8734 Oxford Place,746-535-0186,Hervey Bay                    ,Queensland,11156,Maria R,158-535-019,452 Mariposa Ct.,17-02-80,Labour,M  ,14943,VOLKSWAGEN,CADDY,2K 1.9 TDi,2006,24990,1.9L,DIESEL TURBO F/INJ,60L,77Kw,2,5M,VAN,FWD,2682mm,
169,16-12-05,16-12-05,9,Milsons Point_store,624 Peabody Road,543-535-0164,Milsons Point                 ,New South Wales,24-12-05,9,Milsons Point_store,624 Peabody Road,543-535-0164,Milsons Point                 ,New South Wales,11158,Jason W,694-535-017,771 Bundros Court,18-10-79,Labour,F  ,14964,VOLKSWAGEN,GOLF,2.0 S,2002,29490,2.0L,MULTI POINT F/INJ,55L,85Kw,5,5M,5D HATCHBACK,FWD,2511mm,
170,17-12-05,20-12-05,9,Milsons Point_store,624 Peabody Road,543-535-0164,Milsons Point                 ,New South Wales,19-12-05,11,North Ryde_store,7800 Corrinne Court,543-535-0169,North Ryde                    ,New South Wales,11156,Maria R,158-535-019,452 Mariposa Ct.,17-02-80,Labour,M  ,14961,VOLKSWAGEN,TOUAREG,7L R5 TDi LUXURY,2005,78600,2.5L,DIESEL TURBO F/INJ,100L,128Kw,5,6ATip,4D WAGON,4WD,2855mm,
