Order_ID,Order_Create_Date,Order_Pickup_Date,Order_Pickup_Store,Pickup_Store_Name,Pickup_Store_Address,Pickup_Store_Phone,Pickup_Store_City,Pickup_Store_State_Name,Order_Return_Date,Order_Return_Store,Return_Store_Name,Return_Store_Address,Return_Store_Phone,Return_Store_City,Return_Store_State,Customer_ID,Customer_Name,Customer_Phone,Customer_Address,Customer_Birthday,Customer_Occupation,Customer_Gender,Car_ID,Car_MakeName,Car_Model,Car_Series,Car_SeriesYear,Car_PriceNew,Car_EngineSize,Car_FuelSystem,Car_TankCapacity,Car_Power,Car_SeatingCapacity,Car_StandardTransmission,Car_BodyType,Car_Drive,Car_Wheelbase
103,10/10/2005,10/10/2005,17,St. Leonards_Store,9666 Northridge Ct.,135-535-0171,St. Leonards,New South Wales,18/10/2005,22,East Brisbane_Store,8148 W. Lake Dr.,622-535-0158,East Brisbane ,Queensland,11114,Leslie M,543-535-011,,07/05/1966,Labour,M,14902,VOLKSWAGEN,TRANSPORTER,T5 MY08 CREWVAN SWB,2008.0,42990.0,2.5L,DIESEL TURBO F/INJ,80L,96Kw,5.0,6ATip,VAN,FWD,3000mm
104,11/10/2005,11/10/2005,18,Sydney_Store,7330 Saddlehill Lane,543-535-0195,Sydney,New South Wales,22/10/2005,10,Newcastle_Store,3839 Northgate Road,543-535-0110,Newcastle ,New South Wales,11114,Leslie M,543-535-011,,07/05/1966,Labour,M,14903,VOLKSWAGEN,JETTA,1KM 2.0 TDI,2006.0,35490.0,2.0L,DIESEL TURBO F/INJ,55L,103Kw,5.0,6M,4D SEDAN,FWD,2578mm
105,12/10/2005,15/10/2005,24,Hawthorne_Store,4499 Valley Crest,452-535-0188,Hawthorne ,Queensland,21/10/2005,24,Hawthorne_Store,4499 Valley Crest,452-535-0188,Hawthorne ,Queensland,11116,Clinton C,543-535-018,,17/10/1966,Labour,M,14904,VOLKSWAGEN,TRANSPORTER,T5 SWB,2005.0,43400.0,2.5L,DIESEL TURBO F/INJ,80L,96Kw,2.0,6ATip,VAN,FWD,3000mm
106,13/10/2005,13/10/2005,25,Hervey Bay_Store,8734 Oxford Place,746-535-0186,Hervey Bay,Queensland,18/10/2005,25,Hervey Bay_Store,8734 Oxford Place,746-535-0186,Hervey Bay,Queensland,11115,Alvin C,543-535-019,,22/02/1966,Labour,M,14905,VOLKSWAGEN,POLO,9N MY07 UPGRADE CLUB,2007.0,16990.0,1.4L,MULTI POINT F/INJ,45L,59Kw,5.0,5M,3D HATCHBACK,FWD,2465mm
107,14/10/2005,14/10/2005,21,Caloundra_Store,7156 Rose Dr.,550-535-0163,Caloundra ,Queensland,25/10/2005,10,Newcastle_Store,3839 Northgate Road,543-535-0110,Newcastle ,New South Wales,11112,Crystal W,543-535-013,,19/09/1966,Labour,F,14906,VOLKSWAGEN,JETTA,1KM 2.0 TURBO FSI,2006.0,39990.0,2.0L,TURBO MPFI,55L,147Kw,5.0,6ADSG,4D SEDAN,FWD,2578mm
108,15/10/2005,15/10/2005,27,Townsville_Store,8211 Leeds Ct.,543-535-0131,Townsville,Queensland,24/10/2005,27,Townsville_Store,8211 Leeds Ct.,543-535-0131,Townsville,Queensland,11113,Micheal B,543-535-013,,21/02/1966,Labour,M,14907,VOLKSWAGEN,MULTIVAN,T5 HIGHLINE,2006.0,72990.0,2.5L,DIESEL TURBO F/INJ,80L,128Kw,7.0,6ATip,4D VAN,FWD,3000mm
109,16/10/2005,17/10/2005,20,Brisbane_Store,7832 Landing Dr,262-535-0112,Brisbane,Queensland,21/10/2005,20,Brisbane_Store,7832 Landing Dr,262-535-0112,Brisbane,Queensland,11111,Meredith G,543-535-017,,23/02/1966,Labour,M,14908,VOLKSWAGEN,JETTA,1KM 2.0 TURBO FSI,2007.0,39990.0,2.0L,TURBO MPFI,55L,147Kw,5.0,6ADSG,4D SEDAN,FWD,2578mm
110,17/10/2005,17/10/2005,29,Findon_Store,9111 Rose Ann Ave,543-535-0116,Findon,South Australia,22/10/2005,15,Silverwater_Store,9011 Tank Drive,431-535-0156,Silverwater ,New South Wales,11119,Evan J,543-535-018,,20/04/1939,Retiree,F,14909,VOLKSWAGEN,GOLF,1K GTi,2007.0,39990.0,2.0L,TURBO MPFI,55L,147Kw,5.0,6M,5D HATCHBACK,FWD,2578mm
111,18/10/2005,21/10/2005,25,Hervey Bay_Store,8734 Oxford Place,746-535-0186,Hervey Bay,Queensland,19/11/2005,25,Hervey Bay_Store,8734 Oxford Place,746-535-0186,Hervey Bay,Queensland,11112,Crystal W,543-535-013,,19/09/1966,Labour,F,14910,VOLKSWAGEN,GOLF,GL,2001.0,25990.0,1.6L,MULTI POINT F/INJ,55L,74Kw,5.0,5M,5D HATCHBACK,FWD,2511mm
112,19/10/2005,19/10/2005,21,Caloundra_Store,7156 Rose Dr.,550-535-0163,Caloundra ,Queensland,10/11/2005,21,Caloundra_Store,7156 Rose Dr.,550-535-0163,Caloundra ,Queensland,11117,April D,543-535-018,,21/02/1965,Labour,F,14911,VOLKSWAGEN,GOLF,1K 1.9 TDI COMFORTLINE,2005.0,32290.0,1.9L,DIESEL TURBO F/INJ,55L,77Kw,5.0,6ADSG,5D HATCHBACK,FWD,2578mm
113,20/10/2005,21/10/2005,32,Bendigo_Store,6465 Detroit Ave.,543-535-0195,Bendigo ,Victoria,25/10/2005,10,Newcastle_Store,3839 Northgate Road,543-535-0110,Newcastle ,New South Wales,11119,Evan J,543-535-018,,20/04/1939,Retiree,F,14912,VOLKSWAGEN,JETTA,1KM 2.0 FSI,2007.0,35290.0,2.0L,MULTI POINT F/INJ,55L,110Kw,5.0,6ATip,4D SEDAN,FWD,2578mm
114,21/10/2005,22/10/2005,10,Newcastle_Store,3839 Northgate Road,543-535-0110,Newcastle ,New South Wales,26/10/2005,14,Rhodes_Store,7902 Hudson Ave.,817-535-0185,Rhodes,New South Wales,11114,Leslie M,543-535-011,,07/05/1966,Labour,M,14903,VOLKSWAGEN,JETTA,1KM 2.0 TDI,2006.0,35490.0,2.0L,DIESEL TURBO F/INJ,55L,103Kw,5.0,6M,4D SEDAN,FWD,2578mm
115,22/10/2005,23/10/2005,26,Rockhampton_Store,2596 Franklin Canyon Road,543-535-0178,Rockhampton ,Queensland,27/10/2005,26,Rockhampton_Store,2596 Franklin Canyon Road,543-535-0178,Rockhampton ,Queensland,11111,Meredith G,543-535-017,,23/02/1966,Labour,M,14914,VOLKSWAGEN,GOLF,1K GT,2007.0,37290.0,1.4L,S/C & T/C MPFI,55L,125Kw,5.0,6ADSG,5D HATCHBACK,FWD,2578mm
116,23/10/2005,23/10/2005,35,Melbourne_Store,5167 Condor Place,543-535-0136,Melbourne ,Victoria,28/10/2005,35,Melbourne_Store,5167 Condor Place,543-535-0136,Melbourne ,Victoria,11115,Alvin C,543-535-019,,22/02/1966,Labour,M,14915,VOLKSWAGEN,GOLF,GL,1995.0,30490.0,2.0L,MULTI POINT F/INJ,55L,85Kw,5.0,5M,5D HATCHBACK,FWD,2475mm
117,24/10/2005,25/10/2005,10,Newcastle_Store,3839 Northgate Road,543-535-0110,Newcastle ,New South Wales,08/11/2005,25,Hervey Bay_Store,8734 Oxford Place,746-535-0186,Hervey Bay,Queensland,11111,Meredith G,543-535-017,,23/02/1966,Labour,M,14906,VOLKSWAGEN,JETTA,1KM 2.0 TURBO FSI,2006.0,39990.0,2.0L,TURBO MPFI,55L,147Kw,5.0,6ADSG,4D SEDAN,FWD,2578mm
118,25/10/2005,26/10/2005,14,Rhodes_Store,7902 Hudson Ave.,817-535-0185,Rhodes,New South Wales,26/10/2005,15,Silverwater_Store,9011 Tank Drive,431-535-0156,Silverwater ,New South Wales,11114,Leslie M,543-535-011,,07/05/1966,Labour,M,14903,VOLKSWAGEN,JETTA,1KM 2.0 TDI,2006.0,35490.0,2.0L,DIESEL TURBO F/INJ,55L,103Kw,5.0,6M,4D SEDAN,FWD,2578mm
119,26/10/2005,26/10/2005,15,Silverwater_Store,9011 Tank Drive,431-535-0156,Silverwater ,New South Wales,28/10/2005,16,Springwood_Store,244 Willow Pass Road,208-535-0142,Springwood,New South Wales,11112,Crystal W,543-535-013,,19/09/1966,Labour,F,14903,VOLKSWAGEN,JETTA,1KM 2.0 TDI,2006.0,35490.0,2.0L,DIESEL TURBO F/INJ,55L,103Kw,5.0,6M,4D SEDAN,FWD,2578mm
120,27/10/2005,28/10/2005,16,Springwood_Store,244 Willow Pass Road,208-535-0142,Springwood,New South Wales,15/11/2005,39,Sunbury_Store,8357 Sandy Cove Lane,543-535-0114,Sunbury ,Victoria,11114,Leslie M,543-535-011,,07/05/1966,Labour,M,14903,VOLKSWAGEN,JETTA,1KM 2.0 TDI,2006.0,35490.0,2.0L,DIESEL TURBO F/INJ,55L,103Kw,5.0,6M,4D SEDAN,FWD,2578mm
121,28/10/2005,28/10/2005,12,North Sydney_Store,1224 Shoenic,543-535-0117,North Sydney,New South Wales,10/11/2005,13,Port Macquarie_Store,4785 Scott Street,717-535-0164,Port Macquarie,New South Wales,11117,April D,543-535-018,,21/02/1965,Labour,F,14920,VOLKSWAGEN,JETTA,1KM 2.0 TDI,2007.0,37990.0,2.0L,DIESEL TURBO F/INJ,55L,103Kw,5.0,6ADSG,4D SEDAN,FWD,2578mm
122,29/10/2005,29/10/2005,18,Sydney_Store,7330 Saddlehill Lane,543-535-0195,Sydney,New South Wales,17/11/2005,1,Alexandria_stroe,3761 N. 14th St,543-535-0162,Alexandria,New South Wales,11114,Leslie M,543-535-011,,07/05/1966,Labour,M,14921,VOLKSWAGEN,GOLF,1K 2.0 FSI COMFORTLINE,2005.0,32290.0,2.0L,ELECTRONIC F/INJ,55L,110Kw,5.0,6ATip,5D HATCHBACK,FWD,2578mm
123,30/10/2005,30/10/2005,2,Coffs Harbour_Store,2243 W St.,543-535-0110,Coffs Harbour ,New South Wales,18/11/2005,2,Coffs Harbour_Store,2243 W St.,543-535-0110,Coffs Harbour ,New South Wales,11158,Jason W,694-535-017,,18/10/1979,Labour,F,14922,VOLKSWAGEN,GOLF,1K 2.0 TDI COMFORTLINE,2007.0,32490.0,2.0L,DIESEL TURBO F/INJ,55L,103Kw,5.0,6M,5D HATCHBACK,FWD,2578mm
124,31/10/2005,31/10/2005,3,Darlinghurst_Store,5844 Linden Land,543-535-0184,Darlinghurst,New South Wales,12/11/2005,9,Milsons Point_Store,624 Peabody Road,543-535-0164,Milsons Point ,New South Wales,11116,Clinton C,543-535-018,,17/10/1966,Labour,M,14923,VOLKSWAGEN,PASSAT,3B 1.8T,2002.0,49800.0,1.8L,TURBO MPFI,62L,110Kw,5.0,5ATip,4D WAGON,FWD,2703mm
125,01/11/2005,01/11/2005,15,Silverwater_Store,9011 Tank Drive,431-535-0156,Silverwater ,New South Wales,12/11/2005,10,Newcastle_Store,3839 Northgate Road,543-535-0110,Newcastle ,New South Wales,11111,Meredith G,543-535-017,,23/02/1966,Labour,M,14924,VOLKSWAGEN,GOLF,1K 2.0 FSI SPORTLINE,2006.0,32990.0,2.0L,ELECTRONIC F/INJ,55L,110Kw,5.0,6M,5D HATCHBACK,FWD,2578mm
126,02/11/2005,02/11/2005,5,Lane Cove_Store,7553 Harness Circle,543-535-0131,Lane Cove ,New South Wales,11/11/2005,5,Lane Cove_Store,7553 Harness Circle,543-535-0131,Lane Cove ,New South Wales,11116,Clinton C,543-535-018,,17/10/1966,Labour,M,14925,VOLKSWAGEN,GOLF,GLE,1999.0,34990.0,2.0L,MULTI POINT F/INJ,55L,85Kw,5.0,5M,5D HATCHBACK,FWD,2511mm
127,03/11/2005,04/11/2005,20,Brisbane_Store,7832 Landing Dr,262-535-0112,Brisbane,Queensland,24/11/2005,20,Brisbane_Store,7832 Landing Dr,262-535-0112,Brisbane,Queensland,11112,Crystal W,543-535-013,,19/09/1966,Labour,F,14926,VOLKSWAGEN,GOLF,GL,1998.0,31980.0,1.6L,MULTI POINT F/INJ,55L,74Kw,5.0,4A,5D HATCHBACK,FWD,2511mm
128,04/11/2005,04/11/2005,7,Malabar_Store,2612 Berry Dr,543-535-0184,Malabar ,New South Wales,28/11/2005,24,Hawthorne_Store,4499 Valley Crest,452-535-0188,Hawthorne ,Queensland,11115,Alvin C,543-535-019,,22/02/1966,Labour,M,14927,VOLKSWAGEN,MULTIVAN,T5 COMFORTLINE 4MOTION,2006.0,60990.0,2.5L,DIESEL TURBO F/INJ,80L,128Kw,7.0,6M,4D VAN,4WD,3000mm
129,05/11/2005,06/11/2005,8,Matraville_Store,942 Brook Street,543-535-0126,Matraville,New South Wales,13/11/2005,8,Matraville_Store,942 Brook Street,543-535-0126,Matraville,New South Wales,11158,Jason W,694-535-017,,18/10/1979,Labour,F,14928,VOLKSWAGEN,POLO,9N S,2002.0,21800.0,1.4L,MULTI POINT F/INJ,45L,55Kw,5.0,5M,5D HATCHBACK,FWD,2460mm
130,06/11/2005,07/11/2005,20,Brisbane_Store,7832 Landing Dr,262-535-0112,Brisbane,Queensland,01/12/2005,25,Hervey Bay_Store,8734 Oxford Place,746-535-0186,Hervey Bay,Queensland,11159,Brianna H,319-535-018,,27/09/1979,Labour,F,14929,VOLKSWAGEN,TOUAREG,7L R5 TDi LUXURY,2006.0,78600.0,2.5L,DIESEL TURBO F/INJ,100L,128Kw,5.0,6ATip,4D WAGON,4WD,2855mm
131,07/11/2005,07/11/2005,24,Hawthorne_Store,4499 Valley Crest,452-535-0188,Hawthorne ,Queensland,15/11/2005,10,Newcastle_Store,3839 Northgate Road,543-535-0110,Newcastle ,New South Wales,11114,Leslie M,543-535-011,,07/05/1966,Labour,M,14930,VOLKSWAGEN,CADDY,2K LIFE,2006.0,34990.0,1.9L,DIESEL TURBO F/INJ,60L,77Kw,5.0,6ADSG,4D WAGON,FWD,2682mm
132,08/11/2005,08/11/2005,25,Hervey Bay_Store,8734 Oxford Place,746-535-0186,Hervey Bay,Queensland,14/11/2005,31,Hobart_Store,636 Vine Hill Way,543-535-0182,Hobart,Tasmania,11157,Hannah L,974-535-017,,21/06/1979,Labour,M,14906,VOLKSWAGEN,JETTA,1KM 2.0 TURBO FSI,2006.0,39990.0,2.0L,TURBO MPFI,55L,147Kw,5.0,6ADSG,4D SEDAN,FWD,2578mm
133,09/11/2005,12/11/2005,9,Milsons Point_Store,624 Peabody Road,543-535-0164,Milsons Point ,New South Wales,15/11/2005,15,Silverwater_Store,9011 Tank Drive,431-535-0156,Silverwater ,New South Wales,11156,Maria R,158-535-019,,17/02/1980,Labour,M,14923,VOLKSWAGEN,PASSAT,3B 1.8T,2002.0,49800.0,1.8L,TURBO MPFI,62L,110Kw,5.0,5ATip,4D WAGON,FWD,2703mm
134,10/11/2005,10/11/2005,13,Port Macquarie_Store,4785 Scott Street,717-535-0164,Port Macquarie,New South Wales,14/11/2005,16,Springwood_Store,244 Willow Pass Road,208-535-0142,Springwood,New South Wales,11158,Jason W,694-535-017,,18/10/1979,Labour,F,14920,VOLKSWAGEN,JETTA,1KM 2.0 TDI,2007.0,37990.0,2.0L,DIESEL TURBO F/INJ,55L,103Kw,5.0,6ADSG,4D SEDAN,FWD,2578mm
135,11/11/2005,12/11/2005,10,Newcastle_Store,3839 Northgate Road,543-535-0110,Newcastle ,New South Wales,12/11/2005,11,North Ryde_Store,7800 Corrinne Court,543-535-0169,North Ryde,New South Wales,11114,Leslie M,543-535-011,,07/05/1966,Labour,M,14924,VOLKSWAGEN,GOLF,1K 2.0 FSI SPORTLINE,2006.0,32990.0,2.0L,ELECTRONIC F/INJ,55L,110Kw,5.0,6M,5D HATCHBACK,FWD,2578mm
136,12/11/2005,12/11/2005,11,North Ryde_Store,7800 Corrinne Court,543-535-0169,North Ryde,New South Wales,10/12/2005,28,Cloverdale_Store,213 Valencia Place,543-535-0184,Cloverdale,South Australia,11150,Russell S,543-535-019,,25/03/1945,Retiree,F,14924,VOLKSWAGEN,GOLF,1K 2.0 FSI SPORTLINE,2006.0,32990.0,2.0L,ELECTRONIC F/INJ,55L,110Kw,5.0,6M,5D HATCHBACK,FWD,2578mm
137,13/11/2005,14/11/2005,16,Springwood_Store,244 Willow Pass Road,208-535-0142,Springwood,New South Wales,16/11/2005,19,Wollongong_Store,244 Rivewview,543-535-0137,Wollongong,New South Wales,11119,Evan J,543-535-018,,20/04/1939,Retiree,F,14920,VOLKSWAGEN,JETTA,1KM 2.0 TDI,2007.0,37990.0,2.0L,DIESEL TURBO F/INJ,55L,103Kw,5.0,6ADSG,4D SEDAN,FWD,2578mm
138,14/11/2005,14/11/2005,31,Hobart_Store,636 Vine Hill Way,543-535-0182,Hobart,Tasmania,15/12/2005,31,Hobart_Store,636 Vine Hill Way,543-535-0182,Hobart,Tasmania,11157,Hannah L,974-535-017,,21/06/1979,Labour,M,14906,VOLKSWAGEN,JETTA,1KM 2.0 TURBO FSI,2006.0,39990.0,2.0L,TURBO MPFI,55L,147Kw,5.0,6ADSG,4D SEDAN,FWD,2578mm
139,15/11/2005,15/11/2005,15,Silverwater_Store,9011 Tank Drive,431-535-0156,Silverwater ,New South Wales,24/11/2005,15,Silverwater_Store,9011 Tank Drive,431-535-0156,Silverwater ,New South Wales,11156,Maria R,158-535-019,,17/02/1980,Labour,M,14923,VOLKSWAGEN,PASSAT,3B 1.8T,2002.0,49800.0,1.8L,TURBO MPFI,62L,110Kw,5.0,5ATip,4D WAGON,FWD,2703mm
140,16/11/2005,16/11/2005,19,Wollongong_Store,244 Rivewview,543-535-0137,Wollongong,New South Wales,06/12/2005,36,Melton_Store,1873 Mt. Whitney Dr,543-535-0177,Melton,Victoria,11151,Melinda G,543-535-011,,25/02/1946,Labour,F,14920,VOLKSWAGEN,JETTA,1KM 2.0 TDI,2007.0,37990.0,2.0L,DIESEL TURBO F/INJ,55L,103Kw,5.0,6ADSG,4D SEDAN,FWD,2578mm
141,17/11/2005,18/11/2005,20,Brisbane_Store,7832 Landing Dr,262-535-0112,Brisbane,Queensland,22/11/2005,20,Brisbane_Store,7832 Landing Dr,262-535-0112,Brisbane,Queensland,11155,Hunter R,891-535-012,,26/01/1980,Labour,F,14940,VOLKSWAGEN,GOLF,1K 2.0 TDI COMFORTLINE,2004.0,32490.0,2.0L,DIESEL TURBO F/INJ,55L,103Kw,5.0,6M,5D HATCHBACK,FWD,2578mm
142,18/11/2005,18/11/2005,21,Caloundra_Store,7156 Rose Dr.,550-535-0163,Caloundra ,Queensland,10/12/2005,12,North Sydney_Store,1224 Shoenic,543-535-0117,North Sydney,New South Wales,11154,Megan W,918-535-018,,21/08/1980,Labour,F,14941,VOLKSWAGEN,BORA,1J 2.0,2001.0,36350.0,2.0L,MULTI POINT F/INJ,55L,85Kw,5.0,5M,4D SEDAN,FWD,2500mm
143,19/11/2005,19/11/2005,18,Sydney_Store,7330 Saddlehill Lane,543-535-0195,Sydney,New South Wales,10/12/2005,18,Sydney_Store,7330 Saddlehill Lane,543-535-0195,Sydney,New South Wales,11152,James W,355-535-015,,20/01/1980,Labour,F,14942,VOLKSWAGEN,POLO,9N MY06 UPGRADE CLUB,2006.0,16990.0,1.4L,MULTI POINT F/INJ,45L,55Kw,5.0,5M,3D HATCHBACK,FWD,2465mm
144,20/11/2005,20/11/2005,23,Gold Coast_Store,1769 Nicholas Drive,589-535-0185,Gold Coast,Queensland,02/12/2005,12,North Sydney_Store,1224 Shoenic,543-535-0117,North Sydney,New South Wales,11154,Megan W,918-535-018,,21/08/1980,Labour,F,14943,VOLKSWAGEN,CADDY,2K 1.9 TDi,2006.0,24990.0,1.9L,DIESEL TURBO F/INJ,60L,77Kw,2.0,5M,VAN,FWD,2682mm
145,21/11/2005,24/11/2005,21,Caloundra_Store,7156 Rose Dr.,550-535-0163,Caloundra ,Queensland,06/12/2005,14,Rhodes_Store,7902 Hudson Ave.,817-535-0185,Rhodes,New South Wales,11153,Angela J,847-535-011,,23/06/1980,Labour,F,14944,VOLKSWAGEN,POLO,9N,2003.0,19800.0,1.4L,MULTI POINT F/INJ,45L,55Kw,5.0,5M,3D HATCHBACK,FWD,2460mm
146,22/11/2005,22/11/2005,25,Hervey Bay_Store,8734 Oxford Place,746-535-0186,Hervey Bay,Queensland,11/12/2005,25,Hervey Bay_Store,8734 Oxford Place,746-535-0186,Hervey Bay,Queensland,11116,Clinton C,543-535-018,,17/10/1966,Labour,M,14945,VOLKSWAGEN,GOLF,1.6 GENERATION,2004.0,25990.0,1.6L,MULTI POINT F/INJ,55L,75Kw,5.0,5M,5D HATCHBACK,FWD,2511mm
147,23/11/2005,24/11/2005,26,Rockhampton_Store,2596 Franklin Canyon Road,543-535-0178,Rockhampton ,Queensland,28/11/2005,26,Rockhampton_Store,2596 Franklin Canyon Road,543-535-0178,Rockhampton ,Queensland,11155,Hunter R,891-535-012,,26/01/1980,Labour,F,14946,VOLKSWAGEN,POLO,9N MY07 UPGRADE GTi,2007.0,26990.0,1.8L,TURBO MPFI,45L,110Kw,5.0,5M,3D HATCHBACK,FWD,2466mm
148,24/11/2005,24/11/2005,18,Sydney_Store,7330 Saddlehill Lane,543-535-0195,Sydney,New South Wales,05/12/2005,10,Newcastle_Store,3839 Northgate Road,543-535-0110,Newcastle ,New South Wales,11117,April D,543-535-018,,21/02/1965,Labour,F,14947,VOLKSWAGEN,GOLF,GL,1999.0,31190.0,1.6L,MULTI POINT F/INJ,55L,74Kw,5.0,4A,5D HATCHBACK,FWD,2511mm
149,25/11/2005,26/11/2005,28,Cloverdale_Store,213 Valencia Place,543-535-0184,Cloverdale,South Australia,10/12/2005,11,North Ryde_Store,7800 Corrinne Court,543-535-0169,North Ryde,New South Wales,11119,Evan J,543-535-018,,20/04/1939,Retiree,F,14948,VOLKSWAGEN,GOLF,1K 2.0 TDI COMFORTLINE,2006.0,34790.0,2.0L,DIESEL TURBO F/INJ,55L,103Kw,5.0,6ADSG,5D HATCHBACK,FWD,2578mm
150,26/11/2005,27/11/2005,26,Rockhampton_Store,2596 Franklin Canyon Road,543-535-0178,Rockhampton ,Queensland,15/12/2005,26,Rockhampton_Store,2596 Franklin Canyon Road,543-535-0178,Rockhampton ,Queensland,11153,Angela J,847-535-011,,23/06/1980,Labour,F,14949,VOLKSWAGEN,GOLF,GL,2000.0,25990.0,1.6L,MULTI POINT F/INJ,55L,74Kw,5.0,5M,5D HATCHBACK,FWD,2511mm
151,27/11/2005,27/11/2005,30,Perth_Store,6385 Mark Twain,543-535-0146,Perth ,South Australia,15/12/2005,30,Perth_Store,6385 Mark Twain,543-535-0146,Perth ,South Australia,11154,Megan W,918-535-018,,21/08/1980,Labour,F,14950,VOLKSWAGEN,GOLF,1K 1.6 TRENDLINE,2005.0,25490.0,1.6L,MULTI POINT F/INJ,55L,75Kw,5.0,5M,5D HATCHBACK,FWD,2578mm
152,28/11/2005,28/11/2005,24,Hawthorne_Store,4499 Valley Crest,452-535-0188,Hawthorne ,Queensland,13/12/2005,24,Hawthorne_Store,4499 Valley Crest,452-535-0188,Hawthorne ,Queensland,11111,Meredith G,543-535-017,,23/02/1966,Labour,M,14927,VOLKSWAGEN,MULTIVAN,T5 COMFORTLINE 4MOTION,2006.0,60990.0,2.5L,DIESEL TURBO F/INJ,80L,128Kw,7.0,6M,4D VAN,4WD,3000mm
153,29/11/2005,29/11/2005,28,Cloverdale_Store,213 Valencia Place,543-535-0184,Cloverdale,South Australia,10/12/2005,28,Cloverdale_Store,213 Valencia Place,543-535-0184,Cloverdale,South Australia,11157,Hannah L,974-535-017,,21/06/1979,Labour,M,14924,VOLKSWAGEN,GOLF,1K 2.0 FSI SPORTLINE,2006.0,32990.0,2.0L,ELECTRONIC F/INJ,55L,110Kw,5.0,6M,5D HATCHBACK,FWD,2578mm
154,30/11/2005,30/11/2005,12,North Sydney_Store,1224 Shoenic,543-535-0117,North Sydney,New South Wales,19/12/2005,12,North Sydney_Store,1224 Shoenic,543-535-0117,North Sydney,New South Wales,11153,Angela J,847-535-011,,23/06/1980,Labour,F,14941,VOLKSWAGEN,BORA,1J 2.0,2001.0,36350.0,2.0L,MULTI POINT F/INJ,55L,85Kw,5.0,5M,4D SEDAN,FWD,2500mm
155,01/12/2005,01/12/2005,25,Hervey Bay_Store,8734 Oxford Place,746-535-0186,Hervey Bay,Queensland,06/12/2005,25,Hervey Bay_Store,8734 Oxford Place,746-535-0186,Hervey Bay,Queensland,11111,Meredith G,543-535-017,,23/02/1966,Labour,M,14929,VOLKSWAGEN,TOUAREG,7L R5 TDi LUXURY,2006.0,78600.0,2.5L,DIESEL TURBO F/INJ,100L,128Kw,5.0,6ATip,4D WAGON,4WD,2855mm
156,02/12/2005,02/12/2005,12,North Sydney_Store,1224 Shoenic,543-535-0117,North Sydney,New South Wales,07/12/2005,16,Springwood_Store,244 Willow Pass Road,208-535-0142,Springwood,New South Wales,11156,Maria R,158-535-019,,17/02/1980,Labour,M,14943,VOLKSWAGEN,CADDY,2K 1.9 TDi,2006.0,24990.0,1.9L,DIESEL TURBO F/INJ,60L,77Kw,2.0,5M,VAN,FWD,2682mm
157,03/12/2005,06/12/2005,36,Melton_Store,1873 Mt. Whitney Dr,543-535-0177,Melton,Victoria,08/12/2005,36,Melton_Store,1873 Mt. Whitney Dr,543-535-0177,Melton,Victoria,11155,Hunter R,891-535-012,,26/01/1980,Labour,F,14920,VOLKSWAGEN,JETTA,1KM 2.0 TDI,2007.0,37990.0,2.0L,DIESEL TURBO F/INJ,55L,103Kw,5.0,6ADSG,4D SEDAN,FWD,2578mm
158,04/12/2005,05/12/2005,10,Newcastle_Store,3839 Northgate Road,543-535-0110,Newcastle ,New South Wales,09/12/2005,12,North Sydney_Store,1224 Shoenic,543-535-0117,North Sydney,New South Wales,11159,Brianna H,319-535-018,,27/09/1979,Labour,F,14947,VOLKSWAGEN,GOLF,GL,1999.0,31190.0,1.6L,MULTI POINT F/INJ,55L,74Kw,5.0,4A,5D HATCHBACK,FWD,2511mm
159,05/12/2005,06/12/2005,14,Rhodes_Store,7902 Hudson Ave.,817-535-0185,Rhodes,New South Wales,08/12/2005,17,St. Leonards_Store,9666 Northridge Ct.,135-535-0171,St. Leonards,New South Wales,11157,Hannah L,974-535-017,,21/06/1979,Labour,M,14944,VOLKSWAGEN,POLO,9N,2003.0,19800.0,1.4L,MULTI POINT F/INJ,45L,55Kw,5.0,5M,3D HATCHBACK,FWD,2460mm
160,06/12/2005,07/12/2005,16,Springwood_Store,244 Willow Pass Road,208-535-0142,Springwood,New South Wales,07/12/2005,17,St. Leonards_Store,9666 Northridge Ct.,135-535-0171,St. Leonards,New South Wales,11156,Maria R,158-535-019,,17/02/1980,Labour,M,14943,VOLKSWAGEN,CADDY,2K 1.9 TDi,2006.0,24990.0,1.9L,DIESEL TURBO F/INJ,60L,77Kw,2.0,5M,VAN,FWD,2682mm
161,07/12/2005,07/12/2005,17,St. Leonards_Store,9666 Northridge Ct.,135-535-0171,St. Leonards,New South Wales,11/12/2005,20,Brisbane_Store,7832 Landing Dr,262-535-0112,Brisbane,Queensland,11153,Angela J,847-535-011,,23/06/1980,Labour,F,14943,VOLKSWAGEN,CADDY,2K 1.9 TDi,2006.0,24990.0,1.9L,DIESEL TURBO F/INJ,60L,77Kw,2.0,5M,VAN,FWD,2682mm
162,08/12/2005,08/12/2005,17,St. Leonards_Store,9666 Northridge Ct.,135-535-0171,St. Leonards,New South Wales,12/12/2005,20,Brisbane_Store,7832 Landing Dr,262-535-0112,Brisbane,Queensland,11152,James W,355-535-015,,20/01/1980,Labour,F,14944,VOLKSWAGEN,POLO,9N,2003.0,19800.0,1.4L,MULTI POINT F/INJ,45L,55Kw,5.0,5M,3D HATCHBACK,FWD,2460mm
